NR Palety;Item Desc;EAN;ASIN;LPN;ilość;Unit Retail;WARTOŚĆ;DEPARTMENT;GL DESCRIPTION;CategoryCode;CATEGORY;SubcatCode;SUBCATEGORY;;;SUMA;Odbiorca:;Restock;18,00%;;;;;;;;
AM38160_90029531567;Relaxdays Organiseur de bureau, 2 tiroirs, pour espace de travail, lettres et documents, HLP 24x36x28 cm, bambou, nature;4,05203E+12;B09W9BGYVM;LPNHE941254819;1;47,99;47,99;Home;gl_home;20100700;Home Decor;20100701;Accessory & Decoration;;;;;;;;;;;;;;
AM38160_90029531567;Govee Lichterkette AuĂźen, Smart LED Wifi RGBICW GlĂĽhbirnen, IP65 Wasserdicht, Funktioniert mit Alexa und Google Assistant, App-Steuerung, 47 Szenenmodi, 15 LEDs 15m Outdoor;;B09XV722Y2;LPNHE924785908;1;47,31;47,31;Home;gl_home;;;;;;;;;;;;;;;;;;
AM38160_90029531567;BRITA ON TAP V incl. 1 x filtro de agua para grifo V (4 meses) - reduce cloro, PFAS, pequeĂ±as partĂ­culas y metales - El embalaje puede variar;4,00639E+12;B0CGV6FM76;LPNWE255278585;1;44,35;44,35;Home;gl_home;20100800;Housewares;20100802;Cleaning Tools & Supplies;;;;;;;;;;;;;;
AM38160_90029531567;Axentia 116710 Pichet Isotherme Ă  Pompe MĂ©tal Argent 37,4 x 15,4 x 14,8 cm;4,00544E+12;B00M6XJHK8;LPNHE940340643;1;42,47;42,47;Home;gl_home;20101200;Tabletop;20101214;Drinkware Mugs & Breakfast Bowls;;;;;;;;;;;;;;
AM38160_90029531567;Luminarc Pure Box Active Set mit 7 luftdichten GlasbehĂ¤ltern, extra robust, BPA-frei, Mikrowellenventil, 0,38 + 0,76 + 0,82 + 0,92 + (2 x 1,22) L + 1 SalatschĂĽssel 17 cm;8,41479E+12;B07XGVWL4G;LPNHE941890930;1;42,45;42,45;Home;gl_home;20101200;Tabletop;20101211;Dinnerware Sets;;;;;;;;;;;;;;
AM38160_90029531567;WMF Diadem Plus Kochtopf groĂź 24cm, Glasdeckel, Bratentopf Induktion 4,5l, Cromargan Edelstahl poliert, unbeschichtet;4,00053E+12;B000XG6NCK;LPNHE941146143;1;42,15;42,15;Home;gl_home;20100400;Cookware;20100403;Cooking Pots;;;;;;;;;;;;;;
AM38160_90029531567;BRA Efficient | Faitout Bas 24 cm , Fonte D'Aluminium, avec AntiadhĂ©sif Platiunm Plus sans PFOA, avec Couvercle en Verre et Anses en Silicone DĂ©montables, Tous Feux Dont Induction;8,4118E+12;B00DRES4FY;LPNHE940599995;1;41,99;41,99;Home;gl_home;20100400;Cookware;20100403;Cooking Pots;;;;;;;;;;;;;;
AM38160_90029531567;Emsa 509245 Isolier-SpeisegefĂ¤Ăź, Mobil genieĂźen, 1,7 Liter, Mit 2 SpeiseeinsĂ¤tzen, 100% dicht, Mobility, schwarz/anthrazit;4,00905E+12;B007BJ4YOG;LPNRP042121260;1;41,865;41,865;Home;gl_home;20101300;Tools, Gadgets & Barware;20101307;Coffee & Tea Accessories;;;;;;;;;;;;;;
AM38160_90029531567;Brabantia Sort & Go Poubelle Recyclage Cuisine Gris (12L) avec Couvercle et PoignĂ©e (support mural inclus) Gratuite Sacs Poubelle PerfectFit inclus;8,71076E+12;B01E6QZEH2;LPNHE919487630;1;41,85;41,85;Home;gl_home;20100800;Housewares;20100820;Trash Containers;;;;;;;;;;;;;;
AM38160_90029531567;Bialetti - Cafetera Moka de InducciĂłn, Adecuada para todo tipo de Placas, 6 Tazas de CafĂ© Espresso (270 Ml), Rojo;8,00636E+12;B08BPBBK8B;LPNWE287990625;1;41,73;41,73;Home;gl_home;20101300;Tools, Gadgets & Barware;20101307;Coffee & Tea Accessories;;;;;;;;;;;;;;
AM38160_90029531567;BRITA Wasserfilter-Kanne Style XL hellgrau (3,6l) inkl. 1 MAXTRA PRO All-in-1 Kartusche â€“ groĂźer Filter im modernen Design fĂĽr den KĂĽhlschrank zur Reduzierung von Kalk, Chlor, Blei & Kupfer;4,00639E+12;B0BT1LXMCC;LPNHE933609579;1;40,74;40,74;Home;gl_home;20100800;Housewares;20100821;Water Filters & Accessories;;;;;;;;;;;;;;
AM38160_90029531567;Bialetti Fiammetta CafetiĂ¨re Ă  Induction, 4 Tasses (150 ML), Convient Ă  Tous Les Feux, Design Ă©lĂ©gant, Gris;8,00636E+12;B0BGLKRVCB;LPNHE924710932;1;39,48;39,48;Home;gl_home;20101300;Tools, Gadgets & Barware;20101307;Coffee & Tea Accessories;;;;;;;;;;;;;;
AM38160_90029531567;WoodWick Ellipse Trilogy bougie parfumĂ©e avec mĂ¨che Hearthwick, Baies ensoleillĂ©es;5,03858E+12;B07CNWBZN7;LPNHE942391674;1;39,13;39,13;Home;gl_home;20100700;Home Decor;20100705;Candles;;;;;;;;;;;;;;
AM38160_90029531567;Surmatelas Double en Bambou - Ă‰pais, Respirant et rafraĂ®chissant, avec Un Coussin de Matelas pour soulager Les maux de Dos - Le surmatelas Ă  Poches Profondes Convient aux Matelas 20-50 cm (140x190cm);;B0CL5BR54H;LPNHE933509087;1;39,09;39,09;Home;gl_home;;;;;;;;;;;;;;;;;;
AM38160_90029531567;Fissler Cenit / Aluminium-Pfanne (Ă 24 cm) beschichtete Bratpfanne, antihaftend, alle Herdarten - auĂźer Induktion;4,00921E+12;B07RBC1QJ1;LPNRP046472871;1;38,4;38,4;Home;gl_home;20100400;Cookware;20100414;Pans;;;;;;;;;;;;;;
AM38160_90029531567;Steinel 550615 Interruptor Crepuscular NM 3000 Blanco;4,00784E+12;B000OC1E2M;LPNWE287495025;1;36,99;36,99;Home;gl_home;20100900;Lighting;20100928;Outdoor Wall Lights;;;;;;;;;;;;;;
AM38160_90029531567;Thermos ICON MUG 0,47l, beige/sandstone mat, Thermobecher 470ml, Kaffeebecher to go Edelstahl, Isolierbecher, 7 h heiĂź / 22 h kalt, spĂĽlmaschinenfest, absolut dicht, BPA-frei;4,00246E+12;B0DCFGNHRX;LPNHK366075724;1;36,75;36,75;Home;gl_home;20100800;Housewares;20100804;Food & Beverage Containers;;;;;;;;;;;;;;
AM38160_90029531567;4er-Set DunkelgrĂĽn Stehtisch Hussen fĂĽr Bistrotisch 80 x 110 cm Spandex-Stretch Tischdecke mit Rock, Runder Cocktail-Tischrocke fĂĽr Hochzeit, Bar, Party, Geburtstag, Banketttisch;;B0DBQD428N;LPNHE931034953;1;36,3;36,3;Home;gl_home;;;;;;;;;;;;;;;;;;
AM38160_90029531567;TFA Dostmann Combo Radiogestuurd Wekker Analoog, 60.1511.02.04, met Digitale Alarminstelling, met Verlichting, Groen/Wit, (L) 90 x (B) 40 x (H) 115 mm;4,00982E+12;B0191VIANM;LPNHK357870385;1;34,99;34,99;Home;gl_home;20100700;Home Decor;20100702;Alarm Clocks;;;;;;;;;;;;;;
AM38160_90029531567;BRITA ON TAP V Sistema de filtro de agua, incluye 1 cartucho: agua sostenible y de buen sabor directo del grifo, reduce micropartĂ­culas, PFAS, metales y sustancias que afectan el sabor.;4,00639E+12;B0C7CVVQ1P;LPNWE292001986;1;34,95;34,95;Home;gl_home;20100800;Housewares;20100821;Water Filters & Accessories;;;;;;;;;;;;;;
AM38160_90029531567;Bialetti Cafetera Venus, Mango Anti-escaldaduras, Apta para InducciĂłn, 6 Tazas (235ml), Acero Inoxidable;8,00636E+12;B07ZKZXM4B;LPNWE291664742;1;33,37;33,37;Home;gl_home;20101300;Tools, Gadgets & Barware;20101307;Coffee & Tea Accessories;;;;;;;;;;;;;;
AM38160_90029531567;Amazon Basics Hundewindel fĂĽr RĂĽden, Einwegwindeln, GrĂ¶Ăźe L, WeiĂź, 50 StĂĽck;8,40096E+11;B08HSG2P1V;LPNHE625997488;1;32,09;32,09;Pet Products;gl_pet_products;19900400;Training & Behaviour;19900403;Consumable Litter Supplies;;;;;;;;;;;;;;
AM38160_90029531567;WAWORIO LED Sternenhimmel Projektor, Galaxy Projektor Sternenhimmel Projektor Kinder mit Bluetooth/Starry Stern, Sternenlicht Sternenprojektor Nachtlicht fĂĽr Kinder Erwachsene Party;;B0CLP8CQF6;LPNHE885711204;1;31,905;31,905;Home;gl_home;;;;;;;;;;;;;;;;;;
AM38160_90029531567;OXO Essoreuse Ă  salade Good Grips 4.0, transparente, 6 L;7,19812E+11;B009KCFHAW;LPNHE941081356;1;31,85;31,85;Home;gl_home;20101300;Tools, Gadgets & Barware;20101324;Salad Tools & Spinners;;;;;;;;;;;;;;
AM38160_90029531567;Mad Monkey Word Clock - Reloj de Pared Moderno - Reloj versĂˇtil para Colocar de pie o Colgar - Reloj de Palabras con Estilo para el hogar - DiseĂ±o Elegante para salĂłn, Oficina y Dormitorio - Reloj de;4,26051E+12;B0DMWN3SVR;LPNWE291739081;1;29,95;29,95;Home;gl_home;20100700;Home Decor;20100707;Children Accessory & Decoration;;;;;;;;;;;;;;
AM38160_90029531567;MARTINA HOME Funda SillĂłn TĂşnez Orejero Azul ElĂ©ctrico;8,45933E+12;B073S6M1XR;LPNWE291956409;1;29,79;29,79;Home;gl_home;20101000;Linens;20101010;Chair/Table Covers;;;;;;;;;;;;;;
AM38160_90029531567;BRITA Carafe Filtrante Marella Blanche (2,4l) incl 3 cartouches filtrantes eau robinet MAXTRA PRO All-in-1 rĂ©duit PFAS,calcaire, chlore, certaines impuretĂ©s et mĂ©taux indicateur temporel Ă©co-emballage;4,00639E+12;B0BSXDHN2D;LPNHE924764143;1;29,39;29,39;Home;gl_home;20100800;Housewares;20100821;Water Filters & Accessories;;;;;;;;;;;;;;
AM38160_90029531567;Emos Termostato de ambiente digital compatible con OpenTherm, programable, cableado, de montaje en superficie, blanco, 12,6 x 8,4 x 2,6 cm;8,59292E+12;B08MV5B53K;LPNIC000200462;1;27,11;27,11;Home;gl_home;20100700;Home Decor;20100702;Alarm Clocks;;;;;;;;;;;;;;
AM38160_90029531567;Tefal Easy Cook & Clean Bratpfanne 32 cm, Antihaftbeschichtung, Thermosignal-Temperaturanzeige, Schwarz, (ohne Induktion) B5550833;3,16843E+12;B08ZSTKNV6;LPNHE942979154;1;27;27;Home;gl_home;20100400;Cookware;20100414;Pans;;;;;;;;;;;;;;
AM38160_90029531567;VOCOlinc Smart RGBIC LED Strip Lights 5m Pro, LED Streifen Band Funktioniert mit Apple HomeKit, Alexa und Google Assistant, DIY Beschichtes Lichtband Sync mit Musik, Geeignet fĂĽr Zuhause Schlafzimmer;;B0CP8WPB44;LPNHE885505371;1;27;27;Home;gl_home;;;;;;;;;;;;;;;;;;
AM38160_90029531567;Filtro de jarra Philips +4 cartuchos de filtro de repuesto Micro X-Clean, flujo rĂˇpido, blanco, 2,6 litros, temporizador electrĂłnico;4,89524E+12;B0CSDPPVL5;LPNWE291162152;1;26,99;26,99;Home;gl_home;20100800;Housewares;20100821;Water Filters & Accessories;;;;;;;;;;;;;;
AM38160_90029531567;Hucha Stitch 20 cm Azul;77764841910;B084DWKJ61;LPNWE283303257;1;26,95;26,95;Home;gl_home;20101200;Tabletop;20101204;Coffee Pots;;;;;;;;;;;;;;
AM38160_90029531567;Broadlink Intelligente GlĂĽhbirnen, frustrationsfreie Einrichtung (FFS), funktioniert nur mit Alexa, BLE Mesh, 9 W, 806 lm, Farbwechsel, A60 E27 LED (4 StĂĽck) [Energieklasse F];6,92483E+12;B0BPGXRT73;LPNHE924785907;1;26,775;26,775;Home;gl_home;;;;;;;;;;;;;;;;;;
AM38160_90029531567;TRIXIE Regenmantel Vimy fĂĽr Hunde M tĂĽrkis â€“ Hunde-Regenjacke mit reflektierenden Elementen fĂĽr mehr Sicherheit im Dunkeln â€“ bequem & verstellbar - 2979;4,05303E+12;B089ZDWYVZ;LPNRP041332610;1;26,48;26,48;Pet Products;gl_pet_products;19900300;Apparel & Leashes;19900301;Apparel;;;;;;;;;;;;;;
AM38160_90029531567;Hoomtaook Lot de 2 Ă©tagĂ¨res de douche sans perĂ§age - Ă‰tagĂ¨re d'angle triangulaire - Sans danger pour le support mural - Pour salle de bain - ArgentĂ©;6,04213E+11;B07CCGS7BK;LPNHE930849226;1;25,905;25,905;Home;gl_home;20100700;Home Decor;20100704;Bathroom Accessory;;;;;;;;;;;;;;
AM38160_90029531567;VOUNOTÂ® Lot de 9 Sac de Rangement Ă©pais Non-tissĂ© XXL, Grande CapacitĂ© 4 housses EDENOO avec PoignĂ©e 4 Sacs Sous Vide et 1 pompe IdĂ©al pour Duvet Couettes et Vetements;6,97342E+12;B09R7GDRGQ;LPNHE941255046;1;25,49;25,49;Home;gl_home;20100800;Housewares;20100808;Home Storage & Organization;;;;;;;;;;;;;;
AM38160_90029531567;ROOM99 Vorhang mit KrĂ¤uselband Aura 180 x 250 cm Breite x HĂ¶he Schiebegardinen Deko Modern Curtain Gardine Wohnzimmer Schlafzimmer Beige, 1 StĂĽck;5,90822E+12;B0D1KFNBH8;LPNHE942854472;1;25,19;25,19;Home;gl_home;20101000;Linens;20101012;Curtains Accessories;;;;;;;;;;;;;;
AM38160_90029531567;Maximex 89280500 EscalĂłn Plegable de Alta Estabilidad, Gris/Negro;4,00807E+12;B0B7BPFWFF;LPNWE294916009;1;24,99;24,99;Home;gl_home;20100800;Housewares;20100808;Home Storage & Organization;;;;;;;;;;;;;;
AM38160_90029531567;PhilzOps Catena Luminosa Solare Esterno, 52M 500 LED Natale Luce Stringa Solari Esterno 8 ModalitĂ  Impermeabile Luci LED Decorative con Memoria Per Giardino Albero Patio Festa, Bianco Caldo;;B0B5MX9CF1;LPNRP038862954;1;23,085;23,085;Home;gl_home;;;;;;;;;;;;;;;;;;
AM38160_90029531567;MONIX Vitro Noir Cafetera Italiana de Aluminio, 12 Tazas de Capacidad, Mango termoresistente, Recubrimiento Antiadherente, FĂˇcil de Lavar, Apta para VitrocerĂˇmicas y Cocinas de Gas, Negro;8,43509E+12;B008KO2ED4;LPNWE291356329;1;22,64;22,64;Home;gl_home;20101200;Tabletop;20101204;Coffee Pots;;;;;;;;;;;;;;
AM38160_90029531567;Osram LED Base PAR16 Reflektorlampe, mit GU10-Sockel, nicht dimmbar, Ersetzt 50 Watt, 36Â° Ausstrahlungswinkel, KaltweiĂź - Kelvin, 10er-Pack;4,05808E+12;B073QSVDLP;LPNHE931047602;1;22,52;22,52;Home;gl_home;20100900;Lighting;20100922;LED Bulbs;;;;;;;;;;;;;;
AM38160_90029531567;Guzzini, Carafe, 11,5 x 18,5 x h25,5 cm, Transparent;8,00839E+12;B01BY8EVEW;LPNHE928785833;1;21,83;21,83;Home;gl_home;20100700;Home Decor;20100713;Photo Albums;;;;;;;;;;;;;;
AM38160_90029531567;Goebel Schutzengel Beste Gesundheit - Nina & Marco;4,00517E+12;B0BWSFXF7F;LPNHE938403492;1;20,99;20,99;Home;gl_home;20100700;Home Decor;20100708;Christmas Decoration;;;;;;;;;;;;;;
AM38160_90029531567;Umbra Buddy Hooks assorted. Crochets muraux Buddy de Umbra - Porte-manteau mural dĂ©coratif, ensemble de 3, blancs, 20 X 7.6;3,00716E+11;B00LZLM0JC;LPNHE946349859;1;20;20;Home;gl_home;20100700;Home Decor;20100701;Accessory & Decoration;;;;;;;;;;;;;;
AM38160_90029531567;alpina Ensemble de Toilette - 6-PiĂ¨ces - Distributeur de Savon - Porte-Brosse Ă  Dents - Brosse de Toilette - Corbeille Ă  Papier - Porte-Savon - Tasse - Bambou - Blanc, Unique;8,71125E+12;B07TGCX1HT;LPNHE941296175;1;19,99;19,99;Home;gl_home;20101000;Linens;20101003;Bath Rugs;;;;;;;;;;;;;;
AM38160_90029531567;tempo di saldi Sistema Salvaspazio per T-Shirt da 20 UnitĂ , ideale per Armadio e Comodino;7,93597E+11;B07JYSGWWG;LPNHE945073884;1;19,9;19,9;Home;gl_home;;;;;;;;;;;;;;;;;;
AM38160_90029531567;Zippo Original - Butane Double Flamme 2006813 Taille Unique Gris;4,04523E+12;B01AXC9QQS;LPNHE930849299;1;19,9;19,9;Home;gl_home;20100800;Housewares;20100814;Lighters;;;;;;;;;;;;;;
AM38160_90029531567;Filtro Philips Water Ontap AWP3703/10 MICROFILTRACIĂ“N, capacidad de filtraciĂłn 1000 L;4,8971E+12;B08FC41YSH;LPNWE291241165;1;19,46;19,46;Home;gl_home;20100800;Housewares;20100821;Water Filters & Accessories;;;;;;;;;;;;;;
AM38160_90029531567;HOBEA-Germany Housse de Coussin dâ€™Allaitement pour Oreiller dâ€™Allaitement 190cm en diffĂ©rentes Couleurs et Dessins de (Motif gaufrĂ© Blanc);4,05726E+12;B0B6HMKZ97;LPNHE942683175;1;19,305;19,305;Home;gl_home;;;;;;;;;;;;;;;;;;
AM38160_90029531567;AKEDO- Anime LĂ©gendes The Hedgehog Combattants Miniatures : Sonic vs Knuckles, Uni, 15438, Multicolore, One Size;6,30996E+11;B0CPMSR3SZ;LPNHE928703078;1;18,99;18,99;Home;gl_home;20100800;Housewares;20100813;Laundry Baskets;;;;;;;;;;;;;;
AM38160_90029531567;Cecotec Caffettiera Moka Cumbia Mokclassic 600 Beige. 300ml, Italiana in Alluminio Beige, Adatta a Tutte le Superfici, CapacitĂ  6 Tazze, Manico Ergonomico, Filtro Acciaio Inox, Valvola di Sicurezza;8,43548E+12;B0BQ11BQC8;LPNHE945589474;1;18,945;18,945;Home;gl_home;7930700;Hot Beverage Makers;7930705;Espresso Manual;;;;;;;;;;;;;;
AM38160_90029531567;Cecotec Cafetiere Italienne Cumbia Mokclassic 600 Beige. CafetiĂ¨re Italienne 300 ml Beige, 6 Tasses, Compatible Induction et Autres Surfaces, PoignĂ©e Ergonomique, Filtre Acier Inoxydable;8,43548E+12;B0BQ11BQC8;LPNHE946252170;1;18,945;18,945;Home;gl_home;7930100;Electric Cookware;7930105;Fun Cooking;;;;;;;;;;;;;;
AM38160_90029531567;SAVEGA - Silikon KlobĂĽrste Edelstahl - Hygienische WC-BĂĽrste mit modernem BĂĽrstenhalter - Design KlobĂĽrste mit Spritzschutz - Toilet Brush - grau;4,26242E+12;B0DHZWJ9VW;LPNHE946459978;1;18,9;18,9;Home;gl_home;;;;;;;;;;;;;;;;;;
AM38160_90029531567;Govee TV LED Hintergrundbeleuchtung, RGBIC TV LED Strip fĂĽr 55-65 Zoll Fernseher, 3,8 M Intelligente LED Streifen mit Bluetooth & WLAN Steuerung, Funktioniert mit Alexa & Google Assistant, Musiksync;8,10088E+11;B0CGV9SW5B;LPNHE873780472;1;18,36;18,36;Home;gl_home;;;;;;;;;;;;;;;;;;
AM38160_90029531567;Milliard Coussin de SiĂ¨ge en Mousse Ă  MĂ©moire Forme - Coussin Ergonomique pour Chaise Bureau, Voiture, Fauteuil, Roulant - Orthopedique Ergonomique Voiture Coussin Anti Escarres Fessier (Noir);8,40985E+11;B00DJ8HYZ4;LPNHE941284201;1;18,345;18,345;Home;gl_home;20101000;Linens;20101024;Pillows;;;;;;;;;;;;;;
AM38160_90029531567;JIUYOTREE 5-stĂ¶ckiger Schrank-Organizer mit Stofftuch auf der RĂĽckseite, zweireihig, modular, wĂĽrfelfĂ¶rmig, BĂĽcherregal, Wohnzimmer, Arbeitszimmer, Schlafzimmer, grau;6,97297E+12;B092QMMXBM;LPNHE945585779;1;18,33;18,33;Home;gl_home;;;;;;;;;;;;;;;;;;
AM38160_90029531567;BRITA Jarra con filtro de agua Aluna blanca (2,4 l) incl. 1x cartucho MAXTRA PRO All-in-1:jarra adaptable al frigorĂ­fico con LTI digital que reduce cloro, cal e impurezas.;4,00639E+12;B0BSXDN3TK;LPNWE287437568;1;18,015;18,015;Home;gl_home;20100800;Housewares;20100821;Water Filters & Accessories;;;;;;;;;;;;;;
AM38160_90029531567;BRITA Jarra con filtro de agua Aluna blanca (2,4 l) incl. 1x cartucho MAXTRA PRO All-in-1:jarra adaptable al frigorĂ­fico con LTI digital que reduce cloro, cal e impurezas.;4,00639E+12;B0BSXDN3TK;LPNWE256270174;1;18,015;18,015;Home;gl_home;20100800;Housewares;20100821;Water Filters & Accessories;;;;;;;;;;;;;;
AM38160_90029531567;LEDVANCE SMART+ Indoor Plug, enchufe inteligente con Matter over WiFi, para integrar dispositivos tradicionales en el hogar inteligente, compatible con Alexa, Google y Apple, blanco, paquete de 1;4,09985E+12;B0D9M98VLF;LPNWE275894338;1;17,99;17,99;Home;gl_home;32810200;Other;32810215;Electronic Components;;;;;;;;;;;;;;
AM38160_90029531567;ORIGINAL KAISER Patisserie Mehl-und Puderzuckersieb, Edelstahl, Silber, 15 x 9 x 9 cm;4,00693E+12;B003KO9932;LPNHE929717210;1;17,99;17,99;Home;gl_home;20100300;Bakeware;20100304;Bakeware Tools & Accessories;;;;;;;;;;;;;;
AM38160_90029531567;DoRight Lavalampe 13,5 Zoll Retro Rocket, GrĂĽn Wachs/Blau Wasser Dekorative Lavalampen, 1,85M DrĂ¤hte, EU-Stecker mit 2x25W R39 E14 Lavalampe GlĂĽhbirne fĂĽr Kinder & Erwachsenen Geschenk AC220-240V;7,80887E+11;B0CHHZPRKC;LPNHE941085409;1;17,97;17,97;Home;gl_home;;;;;;;;;;;;;;;;;;
AM38160_90029531567;RĂ¶ssler Papier 1325452150 - S.O.H.O. BoĂ®te de rangement pour photos, avec Ă©tiquette inscriptible, Denim, 1 piĂ¨ce.;4,01497E+12;B077BZ195N;LPNHE940736709;1;17,95;17,95;Home;gl_home;22907000;Paper, Envelopes and Shipping Supplies;22907100;Specialty & Tissue Paper;;;;;;;;;;;;;;
AM38160_90029531567;3 StĂĽck Kleidersack Lang 60 x 180 cm, Faltbar Mit ReiĂźverschluss, Geeignet fĂĽr Brautkleider, Abendkleider oder Lange MĂ¤ntel;7,05794E+11;B0D4M8NLJQ;LPNHE940942632;1;17,835;17,835;Home;gl_home;;;;;;;;;;;;;;;;;;
AM38160_90029531567;Hapikids Diamond Painting Bambini, Regalo Bambina 7 8 9 10 11 12 Anni Femmina 2 Pezzi DIY Diamond Trousse Bambina Diamond Painting Kit Completo Giochi Bambina 7 8 9 10 11 12 Anni Femmina;;B0D9JX7FHR;LPNHE911991163;1;17,1;17,1;Home;gl_home;;;;;;;;;;;;;;;;;;
AM38160_90029531567;Vileda Rapid Housse pour planche Ă  repasser, ReflĂ¨te la chaleur pour un repassage rapide, Installation facile, pour tables 110-130 cm x 30-45 cm, Gris;8,00194E+12;B006ZZ7OYO;LPNHE945337596;1;17,01;17,01;Home;gl_home;20100800;Housewares;20100810;Ironing Board Covers;;;;;;;;;;;;;;
AM38160_90029531567;Todocama - Coprimaterasso regolabile in spugna, impermeabile e traspirante, Disponibile in tutte le misure, Letto da 120 x 190/200 cm;8,43544E+12;B08PL4Y9WW;LPNHE903331092;1;16,99;16,99;Home;gl_home;20100800;Housewares;20100808;Home Storage & Organization;;;;;;;;;;;;;;
AM38160_90029531567;Wessper Trinkflasche Glas 1L mit Zeitmarkierungen, BPA-frei Trinkmotivation Borosilikat Wasserflasche, Luftdichte Glasflasche mit Bambus Deckel Wiederverwendbar mit SilikonhĂĽlle - Grau;5,90267E+12;B0BJL431VF;LPNHE928709804;1;16,69;16,69;Home;gl_home;20101300;Tools, Gadgets & Barware;20101331;Tools, Gadgets & Barware Other;;;;;;;;;;;;;;
AM38160_90029531567;Ampoule WiFi ConnectĂ©e, 810LM E27 LED Ampoule Compatible avec Apple HomeKit, Alexa et Google Home, 9W 2700K-6500K Ampoule RGB Dimmable (Ă‰quivalent 60W) avec Commande Vocale et ContrĂ´le Ă  Distance;6,9737E+12;B08C58Q75W;LPNHE933439930;1;16,06;16,06;Home;gl_home;20100900;Lighting;20100910;Classic Bulbs;;;;;;;;;;;;;;
AM38160_90029531567;Kesper â€“ Caja para bolsitas de tĂ© (Madera de bambĂş, Color marrĂłn, 22 x 21 x 9,5 cm;4,00027E+12;B06WW9T8TC;LPNRP035416304;1;15,54;15,54;Home;gl_home;20101300;Tools, Gadgets & Barware;20101307;Coffee & Tea Accessories;;;;;;;;;;;;;;
